currency,collateral,rate_rule,mechanism,window_start_index,liquidated_exposure_share,bad_debt_ratio,terminal_debt_erosion,mean_annual_rate,window_start
TRY,ETH,adaptive_75,delayed_stress,12,0,0,0.1152776724,0.4990163552,2021-02
TRY,ETH,adaptive_75,delayed_stress,13,0,0,-0.06867225539,0.7562922278,2021-03
TRY,ETH,adaptive_75,delayed_stress,14,0,0,-0.05100565981,0.724739478,2021-04
TRY,ETH,adaptive_75,delayed_stress,15,0.4900000005,0,-0.02874426013,0.6443948873,2021-05
TRY,ETH,adaptive_75,delayed_stress,16,0.3666666733,0,0.003262979205,0.6493652461,2021-06
TRY,ETH,adaptive_75,delayed_stress,17,0.240000013,0.1433418889,0.05475972713,0.6515202377,2021-07
TRY,ETH,adaptive_75,delayed_stress,18,1,0.2745415616,0.03504701521,0.7032647807,2021-08
TRY,ETH,adaptive_75,delayed_stress,19,1,0.2217260219,-0.003213570689,0.7914052612,2021-09
TRY,ETH,adaptive_75,delayed_stress,20,1,0.4179492963,-0.1056484758,0.9025942438,2021-10
TRY,ETH,adaptive_75,delayed_stress,21,1,0.1101684524,-0.1016888005,0.8367744568,2021-11
TRY,ETH,adaptive_75,delayed_stress,22,1,0.2021371028,-0.1670358215,0.7379654684,2021-12
TRY,ETH,adaptive_75,delayed_stress,23,1,0.06682580527,-0.08709073943,0.4118991588,2022-01
TRY,ETH,adaptive_75,delayed_stress,24,1,0.3684218301,-0.1034373697,0.4356180363,2022-02
TRY,ETH,adaptive_75,delayed_stress,25,1,0.471434527,-0.1606961149,0.4837989892,2022-03
TRY,ETH,adaptive_75,delayed_stress,26,1,0.3322301172,-0.09872843788,0.3642870397,2022-04
TRY,ETH,adaptive_75,delayed_stress,27,1,0.3971935209,-0.1596292795,0.4341086624,2022-05
TRY,ETH,adaptive_75,delayed_stress,28,1,0.006434269163,-0.1636357005,0.3984955018,2022-06
TRY,ETH,adaptive_75,delayed_stress,29,0,0,0.08837181402,0.2428421632,2022-07
TRY,ETH,adaptive_75,delayed_stress,30,0.999999975,4.032530032e-10,0.1079378578,0.3102079043,2022-08
TRY,ETH,indexed_100,timely,0,0.8166666508,0.01498430771,-0.2458576367,0.4523624531,2020-02
TRY,ETH,indexed_100,timely,1,1,0.1721568185,-0.3489352415,0.4676659429,2020-03
TRY,ETH,indexed_100,timely,2,0,0,-0.2739852732,0.4493578872,2020-04
TRY,ETH,indexed_100,timely,3,0,0,-0.06687091748,0.2448083503,2020-05
TRY,ETH,indexed_100,timely,4,0.040000023,0,-0.08238444118,0.2716169741,2020-06
TRY,ETH,indexed_100,timely,5,0,0,-0.1450673694,0.3788650583,2020-07
TRY,ETH,indexed_100,timely,6,0,0,-0.2770348891,0.4830313809,2020-08
TRY,ETH,indexed_100,timely,7,0.4300000035,0,-0.2633999865,0.3980132689,2020-09
TRY,ETH,indexed_100,timely,8,0,0,-0.2572982903,0.3642623514,2020-10
TRY,ETH,indexed_100,timely,9,0,0,-0.1128403415,0.2623997531,2020-11
TRY,ETH,indexed_100,timely,10,0,0,0.01857752945,0.2793523148,2020-12
TRY,ETH,indexed_100,timely,11,0,0,0.1576409597,0.4070886499,2021-01
TRY,ETH,indexed_100,timely,12,0,0,0.0402385291,0.5903551402,2021-02
TRY,ETH,indexed_100,timely,13,0,0,-0.2584420655,0.9403340815,2021-03
TRY,ETH,indexed_100,timely,14,0,0,-0.2262265995,0.8982637485,2021-04
TRY,ETH,indexed_100,timely,15,0.4900000005,0,-0.1709286813,0.7911376276,2021-05
TRY,ETH,indexed_100,timely,16,1,0.03126893626,-0.1362668464,0.7977647725,2021-06
TRY,ETH,indexed_100,timely,17,1,0.07460519538,-0.07792051044,0.8006380947,2021-07
TRY,ETH,indexed_100,timely,18,1,0.08693539107,-0.1186016492,0.8696308187,2021-08
TRY,ETH,indexed_100,timely,19,1,0,-0.1957284005,0.9871514594,2021-09
TRY,ETH,indexed_100,timely,20,1,0.0007304783978,-0.3700774238,1.142347881,2021-10
TRY,ETH,indexed_100,timely,21,1,0.1158561881,-0.3386945911,1.054588165,2021-11
TRY,ETH,indexed_100,timely,22,1,0.173440369,-0.3698330641,0.9158984023,2021-12
TRY,ETH,indexed_100,timely,23,1,0.05752430261,-0.1448420473,0.467254434,2022-01
TRY,ETH,indexed_100,timely,24,1,0.05898163835,-0.1709566136,0.4988796039,2022-02
TRY,ETH,indexed_100,timely,25,1,0.07235681219,-0.2494215174,0.5631208744,2022-03
TRY,ETH,indexed_100,timely,26,1,0.01407096187,-0.1396055307,0.4037716085,2022-04
TRY,ETH,indexed_100,timely,27,1,0.06055527759,-0.2278015258,0.4968671054,2022-05
TRY,ETH,indexed_100,timely,28,1,0.2279355806,-0.2174359608,0.4493828913,2022-06
TRY,ETH,indexed_100,timely,29,0,0,0.08952730592,0.2418451064,2022-07
TRY,ETH,indexed_100,timely,30,1,0,0.09105459994,0.3316660946,2022-08
TRY,ETH,indexed_100,delayed_stress,0,0.8166666508,0,-0.2458576367,0.4523624531,2020-02
TRY,ETH,indexed_100,delayed_stress,1,1,0,-0.3489352415,0.4676659429,2020-03
TRY,ETH,indexed_100,delayed_stress,2,0,0,-0.2739852732,0.4493578872,2020-04
TRY,ETH,indexed_100,delayed_stress,3,0,0,-0.06687091748,0.2448083503,2020-05
TRY,ETH,indexed_100,delayed_stress,4,0.040000023,0,-0.08238444118,0.2716169741,2020-06
TRY,ETH,indexed_100,delayed_stress,5,0,0,-0.1450673694,0.3788650583,2020-07
TRY,ETH,indexed_100,delayed_stress,6,0,0,-0.2770348891,0.4830313809,2020-08
TRY,ETH,indexed_100,delayed_stress,7,0.4300000035,0,-0.2633999865,0.3980132689,2020-09
TRY,ETH,indexed_100,delayed_stress,8,0,0,-0.2572982903,0.3642623514,2020-10
TRY,ETH,indexed_100,delayed_stress,9,0,0,-0.1128403415,0.2623997531,2020-11
TRY,ETH,indexed_100,delayed_stress,10,0,0,0.01857752945,0.2793523148,2020-12
TRY,ETH,indexed_100,delayed_stress,11,0,0,0.1576409597,0.4070886499,2021-01
TRY,ETH,indexed_100,delayed_stress,12,0,0,0.0402385291,0.5903551402,2021-02
TRY,ETH,indexed_100,delayed_stress,13,0,0,-0.2584420655,0.9403340815,2021-03
TRY,ETH,indexed_100,delayed_stress,14,0,0,-0.2262265995,0.8982637485,2021-04
TRY,ETH,indexed_100,delayed_stress,15,0.4900000005,0,-0.1709286813,0.7911376276,2021-05
TRY,ETH,indexed_100,delayed_stress,16,0.3666666733,0,-0.1362668464,0.7977647725,2021-06
TRY,ETH,indexed_100,delayed_stress,17,0.739999988,0.4154901107,-0.07792051044,0.8006380947,2021-07
TRY,ETH,indexed_100,delayed_stress,18,1,0.5197375306,-0.1186016492,0.8696308187,2021-08
TRY,ETH,indexed_100,delayed_stress,19,1,0.1246275837,-0.1957284005,0.9871514594,2021-09
TRY,ETH,indexed_100,delayed_stress,20,1,0.2575831143,-0.3700774238,1.142347881,2021-10
TRY,ETH,indexed_100,delayed_stress,21,1,0.2158832248,-0.3386945911,1.054588165,2021-11
TRY,ETH,indexed_100,delayed_stress,22,1,0.2781370078,-0.3698330641,0.9158984023,2021-12
TRY,ETH,indexed_100,delayed_stress,23,1,0.06514855113,-0.1448420473,0.467254434,2022-01
TRY,ETH,indexed_100,delayed_stress,24,1,0.3972602783,-0.1709566136,0.4988796039,2022-02
TRY,ETH,indexed_100,delayed_stress,25,1,0.4692325129,-0.2494215174,0.5631208744,2022-03
TRY,ETH,indexed_100,delayed_stress,26,1,0.3325143974,-0.1396055307,0.4037716085,2022-04
TRY,ETH,indexed_100,delayed_stress,27,1,0.4113918358,-0.2278015258,0.4968671054,2022-05
TRY,ETH,indexed_100,delayed_stress,28,1,0.01320680781,-0.2174359608,0.4493828913,2022-06
TRY,ETH,indexed_100,delayed_stress,29,0,0,0.08952730592,0.2418451064,2022-07
TRY,ETH,indexed_100,delayed_stress,30,1,3.4964615e-05,0.09105459994,0.3316660946,2022-08
TRY,BTC,static_20,timely,0,0.9499999775,0.03096336934,0.02315595704,0.2,2020-02
TRY,BTC,static_20,timely,1,0.739999988,0.006079734915,-0.04398227953,0.2,2020-03
TRY,BTC,static_20,timely,2,0,0,-0.006395096629,0.2,2020-04
TRY,BTC,static_20,timely,3,0,0,-0.02326860299,0.2,2020-05
TRY,BTC,static_20,timely,4,0.06666668833,0,-0.01150982913,0.2,2020-06
TRY,BTC,static_20,timely,5,0,0,0.0349434171,0.2,2020-07
TRY,BTC,static_20,timely,6,0,0,0.02543580398,0.2,2020-08
TRY,BTC,static_20,timely,7,0.040000023,0,-0.04504714858,0.2,2020-09
TRY,BTC,static_20,timely,8,0,0,-0.07502657291,0.2,2020-10
TRY,BTC,static_20,timely,9,0,0,-0.0501855226,0.2,2020-11
TRY,BTC,static_20,timely,10,0,0,0.08907443508,0.2,2020-12
TRY,BTC,static_20,timely,11,0,0,0.3063814112,0.2,2021-01
TRY,BTC,static_20,timely,12,0,0,0.3335676614,0.2,2021-02
TRY,BTC,static_20,timely,13,0.240000013,0,0.3676368495,0.2,2021-03
TRY,BTC,static_20,timely,14,1,0.1138052032,0.3594560165,0.2,2021-04
TRY,BTC,static_20,timely,15,1,0.1407819708,0.3230204289,0.2,2021-05
TRY,BTC,static_20,timely,16,0.020000024,0,0.3472142726,0.2,2021-06
TRY,BTC,static_20,timely,17,0.1866666823,0,0.3819484021,0.2,2021-07
TRY,BTC,static_20,timely,18,0.779999986,0.006268326073,0.3998566146,0.2,2021-08
TRY,BTC,static_20,timely,19,0.979999976,0.02824276908,0.4269266726,0.2,2021-09
TRY,BTC,static_20,timely,20,0.8166666508,0.008844957677,0.4310016523,0.2,2021-10
TRY,BTC,static_20,timely,21,1,0.02119648527,0.3968147545,0.2,2021-11
TRY,BTC,static_20,timely,22,1,0.00799684933,0.2995126804,0.2,2021-12
TRY,BTC,static_20,timely,23,1,0.007675671292,0.113909309,0.2,2022-01
TRY,BTC,static_20,timely,24,1,0.1212358097,0.1211081271,0.2,2022-02
TRY,BTC,static_20,timely,25,1,0.04377721213,0.1164081474,0.2,2022-03
TRY,BTC,static_20,timely,26,1,0.005629377069,0.06204852242,0.2,2022-04
TRY,BTC,static_20,timely,27,1,0.1130936858,0.07278685885,0.2,2022-05
TRY,BTC,static_20,timely,28,1,0.1328146296,0.03611374839,0.2,2022-06
TRY,BTC,static_20,timely,29,0.3666666733,0,0.1255912485,0.2,2022-07
TRY,BTC,static_20,timely,30,0.979999976,0,0.1968840551,0.2,2022-08
TRY,BTC,static_20,delayed_stress,0,0.9499999775,0.005859889241,0.02315595704,0.2,2020-02
TRY,BTC,static_20,delayed_stress,1,0.739999988,0,-0.04398227953,0.2,2020-03
TRY,BTC,static_20,delayed_stress,2,0,0,-0.006395096629,0.2,2020-04
TRY,BTC,static_20,delayed_stress,3,0,0,-0.02326860299,0.2,2020-05
TRY,BTC,static_20,delayed_stress,4,0.06666668833,0,-0.01150982913,0.2,2020-06
TRY,BTC,static_20,delayed_stress,5,0,0,0.0349434171,0.2,2020-07
TRY,BTC,static_20,delayed_stress,6,0,0,0.02543580398,0.2,2020-08
TRY,BTC,static_20,delayed_stress,7,0.040000023,0,-0.04504714858,0.2,2020-09
TRY,BTC,static_20,delayed_stress,8,0,0,-0.07502657291,0.2,2020-10
TRY,BTC,static_20,delayed_stress,9,0,0,-0.0501855226,0.2,2020-11
TRY,BTC,static_20,delayed_stress,10,0,0,0.08907443508,0.2,2020-12
TRY,BTC,static_20,delayed_stress,11,0,0,0.3063814112,0.2,2021-01
TRY,BTC,static_20,delayed_stress,12,0,0,0.3335676614,0.2,2021-02
TRY,BTC,static_20,delayed_stress,13,0.240000013,0,0.3676368495,0.2,2021-03
TRY,BTC,static_20,delayed_stress,14,1,0.1712172624,0.3594560165,0.2,2021-04
TRY,BTC,static_20,delayed_stress,15,1,0.2003302966,0.3230204289,0.2,2021-05
TRY,BTC,static_20,delayed_stress,16,0.020000024,0,0.3472142726,0.2,2021-06
TRY,BTC,static_20,delayed_stress,17,0,0,0.3819484021,0.2,2021-07
TRY,BTC,static_20,delayed_stress,18,0.779999986,2.381067297e-05,0.3998566146,0.2,2021-08
TRY,BTC,static_20,delayed_stress,19,0.979999976,0.0005520588333,0.4269266726,0.2,2021-09
TRY,BTC,static_20,delayed_stress,20,0.8166666508,5.443019118e-05,0.4310016523,0.2,2021-10
TRY,BTC,static_20,delayed_stress,21,1,0.08865093465,0.3968147545,0.2,2021-11
TRY,BTC,static_20,delayed_stress,22,1,0.0806812376,0.2995126804,0.2,2021-12
TRY,BTC,static_20,delayed_stress,23,1,0.09108864771,0.113909309,0.2,2022-01
TRY,BTC,static_20,delayed_stress,24,1,0.08864830871,0.1211081271,0.2,2022-02
TRY,BTC,static_20,delayed_stress,25,1,0.146086332,0.1164081474,0.2,2022-03
TRY,BTC,static_20,delayed_stress,26,1,0.1454498099,0.06204852242,0.2,2022-04
TRY,BTC,static_20,delayed_stress,27,1,0.1049906139,0.07278685885,0.2,2022-05
TRY,BTC,static_20,delayed_stress,28,1,0.02432661379,0.03611374839,0.2,2022-06
TRY,BTC,static_20,delayed_stress,29,0.3666666733,0,0.1255912485,0.2,2022-07
TRY,BTC,static_20,delayed_stress,30,0.979999976,0.006393091635,0.1968840551,0.2,2022-08
TRY,BTC,adaptive_75,timely,0,0.9666666433,0.0392322623,-0.1864956948,0.4007301731,2020-02
TRY,BTC,adaptive_75,timely,1,0.739999988,0.006079734915,-0.280943233,0.4122077905,2020-03
TRY,BTC,adaptive_75,timely,2,0,0,-0.2165272736,0.3984767487,2020-04
TRY,BTC,adaptive_75,timely,3,0,0,-0.06818863172,0.245064596,2020-05
TRY,BTC,adaptive_75,timely,4,0.06666668833,0,-0.07675484585,0.2651710639,2020-06
TRY,BTC,adaptive_75,timely,5,0,0,-0.1104208195,0.345607127,2020-07
TRY,BTC,adaptive_75,timely,6,0.020000024,0,-0.2086475793,0.423731869,2020-08
TRY,BTC,adaptive_75,timely,7,0.040000023,0,-0.2194655642,0.359968285,2020-09
TRY,BTC,adaptive_75,timely,8,0,0,-0.2236800785,0.3346550969,2020-10
TRY,BTC,adaptive_75,timely,9,0,0,-0.1099095566,0.2582581482,2020-11
TRY,BTC,adaptive_75,timely,10,0,0,0.02521185853,0.2709725694,2020-12
TRY,BTC,adaptive_75,timely,11,0,0,0.1872324559,0.3667748207,2021-01
TRY,BTC,adaptive_75,timely,12,0,0,0.1152776724,0.4990163552,2021-02
TRY,BTC,adaptive_75,timely,13,0.9299999785,0.002310531525,-0.06867225539,0.7562922278,2021-03
TRY,BTC,adaptive_75,timely,14,1,0.1676872696,-0.05100565981,0.724739478,2021-04
TRY,BTC,adaptive_75,timely,15,1,0.1407819708,-0.02874426013,0.6443948873,2021-05
TRY,BTC,adaptive_75,timely,16,0.3666666733,0,0.003262979205,0.6493652461,2021-06
TRY,BTC,adaptive_75,timely,17,1,0.1834343854,0.05475972713,0.6515202377,2021-07
TRY,BTC,adaptive_75,timely,18,1,0.03942575696,0.03504701521,0.7032647807,2021-08
TRY,BTC,adaptive_75,timely,19,1,0.002332365538,-0.003213570689,0.7914052612,2021-09
TRY,BTC,adaptive_75,timely,20,1,0.00633104459,-0.1056484758,0.9025942438,2021-10
TRY,BTC,adaptive_75,timely,21,1,0.04650432791,-0.1016888005,0.8367744568,2021-11
TRY,BTC,adaptive_75,timely,22,1,0.02134967823,-0.1670358215,0.7379654684,2021-12
TRY,BTC,adaptive_75,timely,23,1,0.008189692536,-0.08709073943,0.4118991588,2022-01
TRY,BTC,adaptive_75,timely,24,1,0.1053684023,-0.1034373697,0.4356180363,2022-02
TRY,BTC,adaptive_75,timely,25,1,0.01097709156,-0.1606961149,0.4837989892,2022-03
TRY,BTC,adaptive_75,timely,26,1,0.01001979534,-0.09872843788,0.3642870397,2022-04
TRY,BTC,adaptive_75,timely,27,1,0.1513741221,-0.1596292795,0.4341086624,2022-05
TRY,BTC,adaptive_75,timely,28,1,0.1328146296,-0.1636357005,0.3984955018,2022-06
TRY,BTC,adaptive_75,timely,29,0.599999995,0,0.08837181402,0.2428421632,2022-07
TRY,BTC,adaptive_75,timely,30,0.999999975,0,0.1079378578,0.3102079043,2022-08
TRY,BTC,adaptive_75,delayed_stress,0,0.9666666433,0.006939083685,-0.1864956948,0.4007301731,2020-02
TRY,BTC,adaptive_75,delayed_stress,1,0.739999988,0,-0.280943233,0.4122077905,2020-03
TRY,BTC,adaptive_75,delayed_stress,2,0,0,-0.2165272736,0.3984767487,2020-04
TRY,BTC,adaptive_75,delayed_stress,3,0,0,-0.06818863172,0.245064596,2020-05
TRY,BTC,adaptive_75,delayed_stress,4,0.06666668833,0,-0.07675484585,0.2651710639,2020-06
TRY,BTC,adaptive_75,delayed_stress,5,0,0,-0.1104208195,0.345607127,2020-07
TRY,BTC,adaptive_75,delayed_stress,6,0.020000024,0,-0.2086475793,0.423731869,2020-08
TRY,BTC,adaptive_75,delayed_stress,7,0.040000023,0,-0.2194655642,0.359968285,2020-09
TRY,BTC,adaptive_75,delayed_stress,8,0,0,-0.2236800785,0.3346550969,2020-10
TRY,BTC,adaptive_75,delayed_stress,9,0,0,-0.1099095566,0.2582581482,2020-11
TRY,BTC,adaptive_75,delayed_stress,10,0,0,0.02521185853,0.2709725694,2020-12
TRY,BTC,adaptive_75,delayed_stress,11,0,0,0.1872324559,0.3667748207,2021-01
TRY,BTC,adaptive_75,delayed_stress,12,0,0,0.1152776724,0.4990163552,2021-02
TRY,BTC,adaptive_75,delayed_stress,13,0.9299999785,0.08415896172,-0.06867225539,0.7562922278,2021-03
TRY,BTC,adaptive_75,delayed_stress,14,1,0.2586913426,-0.05100565981,0.724739478,2021-04
TRY,BTC,adaptive_75,delayed_stress,15,1,0.2118282359,-0.02874426013,0.6443948873,2021-05
TRY,BTC,adaptive_75,delayed_stress,16,0.020000024,0,0.003262979205,0.6493652461,2021-06
TRY,BTC,adaptive_75,delayed_stress,17,0.06666668833,0.01908607315,0.05475972713,0.6515202377,2021-07
TRY,BTC,adaptive_75,delayed_stress,18,1,0.2027516979,0.03504701521,0.7032647807,2021-08
TRY,BTC,adaptive_75,delayed_stress,19,1,0.1607965079,-0.003213570689,0.7914052612,2021-09
TRY,BTC,adaptive_75,delayed_stress,20,1,0.1931127763,-0.1056484758,0.9025942438,2021-10
TRY,BTC,adaptive_75,delayed_stress,21,1,0.0856767773,-0.1016888005,0.8367744568,2021-11
TRY,BTC,adaptive_75,delayed_stress,22,1,0.06943596847,-0.1670358215,0.7379654684,2021-12
TRY,BTC,adaptive_75,delayed_stress,23,1,0.1184115356,-0.08709073943,0.4118991588,2022-01
TRY,BTC,adaptive_75,delayed_stress,24,1,0.1777699918,-0.1034373697,0.4356180363,2022-02
TRY,BTC,adaptive_75,delayed_stress,25,1,0.2103531722,-0.1606961149,0.4837989892,2022-03
TRY,BTC,adaptive_75,delayed_stress,26,1,0.1470013295,-0.09872843788,0.3642870397,2022-04
TRY,BTC,adaptive_75,delayed_stress,27,1,0.2060888818,-0.1596292795,0.4341086624,2022-05
TRY,BTC,adaptive_75,delayed_stress,28,1,0.0846200329,-0.1636357005,0.3984955018,2022-06
TRY,BTC,adaptive_75,delayed_stress,29,0.599999995,0.001168953776,0.08837181402,0.2428421632,2022-07
TRY,BTC,adaptive_75,delayed_stress,30,0.999999975,0.01624311192,0.1079378578,0.3102079043,2022-08
TRY,BTC,indexed_100,timely,0,0.9666666433,0.0405906539,-0.2458576367,0.4523624531,2020-02
TRY,BTC,indexed_100,timely,1,0.739999988,0.006079734915,-0.3489352415,0.4676659429,2020-03
TRY,BTC,indexed_100,timely,2,0,0,-0.2739852732,0.4493578872,2020-04
TRY,BTC,indexed_100,timely,3,0,0,-0.06687091748,0.2448083503,2020-05
TRY,BTC,indexed_100,timely,4,0.06666668833,0,-0.08238444118,0.2716169741,2020-06
TRY,BTC,indexed_100,timely,5,0,0,-0.1450673694,0.3788650583,2020-07
TRY,BTC,indexed_100,timely,6,0.040000023,0,-0.2770348891,0.4830313809,2020-08
TRY,BTC,indexed_100,timely,7,0.040000023,0,-0.2633999865,0.3980132689,2020-09
TRY,BTC,indexed_100,timely,8,0,0,-0.2572982903,0.3642623514,2020-10
TRY,BTC,indexed_100,timely,9,0,0,-0.1128403415,0.2623997531,2020-11
TRY,BTC,indexed_100,timely,10,0,0,0.01857752945,0.2793523148,2020-12
TRY,BTC,indexed_100,timely,11,0,0,0.1576409597,0.4070886499,2021-01
TRY,BTC,indexed_100,timely,12,0,0,0.0402385291,0.5903551402,2021-02
TRY,BTC,indexed_100,timely,13,0.999999975,0.02338141725,-0.2584420655,0.9403340815,2021-03
TRY,BTC,indexed_100,timely,14,1,0.1849801269,-0.2262265995,0.8982637485,2021-04
TRY,BTC,indexed_100,timely,15,1,0.1407819708,-0.1709286813,0.7911376276,2021-05
TRY,BTC,indexed_100,timely,16,0.8166666508,0,-0.1362668464,0.7977647725,2021-06
TRY,BTC,indexed_100,timely,17,1,0.09930899205,-0.07792051044,0.8006380947,2021-07
TRY,BTC,indexed_100,timely,18,1,0.00302581011,-0.1186016492,0.8696308187,2021-08
TRY,BTC,indexed_100,timely,19,1,0.004993807625,-0.1957284005,0.9871514594,2021-09
TRY,BTC,indexed_100,timely,20,1,0.008862479593,-0.3700774238,1.142347881,2021-10
TRY,BTC,indexed_100,timely,21,1,0.09777001782,-0.3386945911,1.054588165,2021-11
TRY,BTC,indexed_100,timely,22,1,0.04998960658,-0.3698330641,0.9158984023,2021-12
TRY,BTC,indexed_100,timely,23,1,0.008811710081,-0.1448420473,0.467254434,2022-01
TRY,BTC,indexed_100,timely,24,1,0.1171405522,-0.1709566136,0.4988796039,2022-02
TRY,BTC,indexed_100,timely,25,1,0.006638715947,-0.2494215174,0.5631208744,2022-03
TRY,BTC,indexed_100,timely,26,1,0.01029160461,-0.1396055307,0.4037716085,2022-04
TRY,BTC,indexed_100,timely,27,1,0.1632056537,-0.2278015258,0.4968671054,2022-05
TRY,BTC,indexed_100,timely,28,1,0.1328146296,-0.2174359608,0.4493828913,2022-06
TRY,BTC,indexed_100,timely,29,0.6499999925,0,0.08952730592,0.2418451064,2022-07
TRY,BTC,indexed_100,timely,30,1,0,0.09105459994,0.3316660946,2022-08
TRY,BTC,indexed_100,delayed_stress,0,0.9666666433,0.00716674714,-0.2458576367,0.4523624531,2020-02
TRY,BTC,indexed_100,delayed_stress,1,0.739999988,0,-0.3489352415,0.4676659429,2020-03
TRY,BTC,indexed_100,delayed_stress,2,0,0,-0.2739852732,0.4493578872,2020-04
TRY,BTC,indexed_100,delayed_stress,3,0,0,-0.06687091748,0.2448083503,2020-05
TRY,BTC,indexed_100,delayed_stress,4,0.06666668833,0,-0.08238444118,0.2716169741,2020-06
TRY,BTC,indexed_100,delayed_stress,5,0,0,-0.1450673694,0.3788650583,2020-07
TRY,BTC,indexed_100,delayed_stress,6,0.040000023,0,-0.2770348891,0.4830313809,2020-08
TRY,BTC,indexed_100,delayed_stress,7,0.040000023,0,-0.2633999865,0.3980132689,2020-09
TRY,BTC,indexed_100,delayed_stress,8,0,0,-0.2572982903,0.3642623514,2020-10
TRY,BTC,indexed_100,delayed_stress,9,0,0,-0.1128403415,0.2623997531,2020-11
TRY,BTC,indexed_100,delayed_stress,10,0,0,0.01857752945,0.2793523148,2020-12
TRY,BTC,indexed_100,delayed_stress,11,0,0,0.1576409597,0.4070886499,2021-01
TRY,BTC,indexed_100,delayed_stress,12,0,0,0.0402385291,0.5903551402,2021-02
TRY,BTC,indexed_100,delayed_stress,13,0.999999975,0.1568907648,-0.2584420655,0.9403340815,2021-03
TRY,BTC,indexed_100,delayed_stress,14,1,0.2859350757,-0.2262265995,0.8982637485,2021-04
TRY,BTC,indexed_100,delayed_stress,15,1,0.2143225239,-0.1709286813,0.7911376276,2021-05
TRY,BTC,indexed_100,delayed_stress,16,0.30000001,0.004798503236,-0.1362668464,0.7977647725,2021-06
TRY,BTC,indexed_100,delayed_stress,17,0.4900000005,0.1730911612,-0.07792051044,0.8006380947,2021-07
TRY,BTC,indexed_100,delayed_stress,18,1,0.2202600993,-0.1186016492,0.8696308187,2021-08
TRY,BTC,indexed_100,delayed_stress,19,1,0.1438558989,-0.1957284005,0.9871514594,2021-09
TRY,BTC,indexed_100,delayed_stress,20,1,0.1615064094,-0.3700774238,1.142347881,2021-10
TRY,BTC,indexed_100,delayed_stress,21,1,0.1768662537,-0.3386945911,1.054588165,2021-11
TRY,BTC,indexed_100,delayed_stress,22,1,0.1192922268,-0.3698330641,0.9158984023,2021-12
TRY,BTC,indexed_100,delayed_stress,23,1,0.1232935078,-0.1448420473,0.467254434,2022-01
TRY,BTC,indexed_100,delayed_stress,24,1,0.2015727154,-0.1709566136,0.4988796039,2022-02
TRY,BTC,indexed_100,delayed_stress,25,1,0.2329588301,-0.2494215174,0.5631208744,2022-03
TRY,BTC,indexed_100,delayed_stress,26,1,0.1480875847,-0.1396055307,0.4037716085,2022-04
TRY,BTC,indexed_100,delayed_stress,27,1,0.2399342689,-0.2278015258,0.4968671054,2022-05
TRY,BTC,indexed_100,delayed_stress,28,1,0.1097608513,-0.2174359608,0.4493828913,2022-06
TRY,BTC,indexed_100,delayed_stress,29,0.6499999925,0.00360764835,0.08952730592,0.2418451064,2022-07
TRY,BTC,indexed_100,delayed_stress,30,1,0.02061642621,0.09105459994,0.3316660946,2022-08
